tensor,wnorm,w2
model.layers.18.self_attn.v_proj.weight,4338.60595703125,677.0469970703125
model.layers.19.mlp.down_proj.weight,2248.736328125,2207.3779296875
model.layers.19.mlp.gate_proj.weight,6122.1572265625,2258.931640625
model.layers.19.mlp.up_proj.weight,4868.775390625,2534.969482421875
model.layers.19.self_attn.k_proj.weight,12384.181640625,550.9058227539062
model.layers.19.self_attn.o_proj.weight,966.4053955078125,1132.590576171875
model.layers.19.self_attn.q_proj.weight,35618.34765625,2108.75732421875
model.layers.19.self_attn.v_proj.weight,7457.3017578125,699.5718994140625
model.layers.2.mlp.down_proj.weight,10033.2119140625,1765.8638916015625
model.layers.2.mlp.gate_proj.weight,5718.4482421875,4966.810546875
model.layers.2.mlp.up_proj.weight,630.0623779296875,1762.046142578125
model.layers.2.self_attn.k_proj.weight,27.994258880615234,825.3795776367188
model.layers.2.self_attn.o_proj.weight,7.597116470336914,1388.8836669921875
model.layers.2.self_attn.q_proj.weight,49.08346176147461,1894.3448486328125
model.layers.2.self_attn.v_proj.weight,14.943153381347656,816.2376708984375
model.layers.20.mlp.down_proj.weight,2934.0986328125,2485.31787109375
model.layers.20.mlp.gate_proj.weight,7028.693359375,2368.44580078125
model.layers.20.mlp.up_proj.weight,6114.60546875,2811.6025390625
model.layers.20.self_attn.k_proj.weight,15682.66796875,643.8538818359375
model.layers.20.self_attn.o_proj.weight,1047.6619873046875,1261.31884765625
model.layers.20.self_attn.q_proj.weight,42986.3515625,2320.566162109375
model.layers.20.self_attn.v_proj.weight,11162.224609375,766.598876953125
model.layers.21.mlp.down_proj.weight,4660.703125,2868.929931640625
model.layers.21.mlp.gate_proj.weight,7858.28515625,2472.719482421875
model.layers.21.mlp.up_proj.weight,7267.6025390625,3208.371826171875
model.layers.21.self_attn.k_proj.weight,25720.62890625,673.2638549804688
model.layers.21.self_attn.o_proj.weight,1338.4713134765625,1407.671630859375
model.layers.21.self_attn.q_proj.weight,72079.90625,2399.435302734375
model.layers.21.self_attn.v_proj.weight,20681.48046875,870.4125366210938
model.layers.22.mlp.down_proj.weight,5377.6611328125,3196.045166015625
model.layers.22.mlp.gate_proj.weight,8823.75,2627.023681640625
model.layers.22.mlp.up_proj.weight,8359.302734375,3476.663818359375
model.layers.22.self_attn.k_proj.weight,32419.453125,706.1405029296875
model.layers.22.self_attn.o_proj.weight,1802.8499755859375,1420.213623046875
model.layers.22.self_attn.q_proj.weight,79612.15625,2325.8193359375
model.layers.22.self_attn.v_proj.weight,24480.521484375,871.9908447265625
model.layers.23.mlp.down_proj.weight,5923.7666015625,3391.810546875
model.layers.23.mlp.gate_proj.weight,10032.318359375,2732.155517578125
model.layers.23.mlp.up_proj.weight,9561.3583984375,3628.983642578125
model.layers.23.self_attn.k_proj.weight,40500.3125,666.9223022460938
model.layers.23.self_attn.o_proj.weight,1807.7744140625,1440.4720458984375
model.layers.23.self_attn.q_proj.weight,91065.796875,1927.654296875
model.layers.23.self_attn.v_proj.weight,27091.83984375,828.256103515625
model.layers.24.mlp.down_proj.weight,6994.0341796875,3486.183837890625
model.layers.24.mlp.gate_proj.weight,9337.3330078125,2656.682861328125
model.layers.24.mlp.up_proj.weight,9197.2880859375,3723.79833984375
model.layers.24.self_attn.k_proj.weight,70296.6171875,672.0408325195312
model.layers.24.self_attn.o_proj.weight,2404.0673828125,1464.6463623046875
model.layers.24.self_attn.q_proj.weight,177132.65625,2240.447021484375
model.layers.24.self_attn.v_proj.weight,44634.15625,815.0091552734375
model.layers.25.mlp.down_proj.weight,8652.658203125,3447.18603515625
model.layers.25.mlp.gate_proj.weight,8803.958984375,2526.74462890625
model.layers.25.mlp.up_proj.weight,9214.720703125,3765.38134765625
model.layers.25.self_attn.k_proj.weight,80853.7421875,590.0228271484375
model.layers.25.self_attn.o_proj.weight,3105.373046875,1622.1337890625
model.layers.25.self_attn.q_proj.weight,214214.125,2294.187744140625
model.layers.25.self_attn.v_proj.weight,73111.0859375,991.5015869140625
model.layers.26.mlp.down_proj.weight,13694.15234375,3164.374267578125
model.layers.26.mlp.gate_proj.weight,9768.42578125,2462.49560546875
model.layers.26.mlp.up_proj.weight,10534.14453125,3675.164306640625
model.layers.26.self_attn.k_proj.weight,79200.4140625,570.5057373046875
model.layers.26.self_attn.o_proj.weight,7879.4873046875,1585.7574462890625
model.layers.26.self_attn.q_proj.weight,206555.125,2684.201904296875
model.layers.26.self_attn.v_proj.weight,80918.4375,916.0153198242188
model.layers.27.mlp.down_proj.weight,39492.00390625,2289.6005859375
model.layers.27.mlp.gate_proj.weight,35919.296875,2952.81494140625
model.layers.27.mlp.up_proj.weight,17799.671875,3363.49169921875
model.layers.27.self_attn.k_proj.weight,96152.546875,853.75146484375
model.layers.27.self_attn.o_proj.weight,5805.6259765625,1774.9935302734375
model.layers.27.self_attn.q_proj.weight,170767.609375,1975.7698974609375
model.layers.27.self_attn.v_proj.weight,60304.23046875,1094.764404296875
model.layers.3.mlp.down_proj.weight,43.31282043457031,1808.738525390625
model.layers.3.mlp.gate_proj.weight,5834.2451171875,4996.45166015625
model.layers.3.mlp.up_proj.weight,895.8363647460938,1904.082763671875
model.layers.3.self_attn.k_proj.weight,174.13108825683594,868.6102294921875
model.layers.3.self_attn.o_proj.weight,11.183589935302734,1637.205078125
model.layers.3.self_attn.q_proj.weight,370.6473693847656,1904.5567626953125
model.layers.3.self_attn.v_proj.weight,120.219482421875,949.387451171875
model.layers.4.mlp.down_proj.weight,53.351078033447266,1836.90625
model.layers.4.mlp.gate_proj.weight,4439.552734375,4589.3271484375
model.layers.4.mlp.up_proj.weight,923.85791015625,1947.956298828125
model.layers.4.self_attn.k_proj.weight,185.71942138671875,834.2562255859375
model.layers.4.self_attn.o_proj.weight,22.204715728759766,1534.42236328125
model.layers.4.self_attn.q_proj.weight,336.1808166503906,1810.929931640625
model.layers.4.self_attn.v_proj.weight,115.38658142089844,917.3067626953125
model.layers.5.mlp.down_proj.weight,55.48068618774414,2044.3997802734375
model.layers.5.mlp.gate_proj.weight,2392.5078125,3727.365966796875
model.layers.5.mlp.up_proj.weight,857.7316284179688,2165.179931640625
model.layers.5.self_attn.k_proj.weight,287.95819091796875,815.1998901367188
model.layers.5.self_attn.o_proj.weight,26.18242073059082,1508.7489013671875
model.layers.5.self_attn.q_proj.weight,554.0523681640625,1951.21044921875
model.layers.5.self_attn.v_proj.weight,171.58038330078125,828.3555908203125
model.layers.6.mlp.down_proj.weight,66.24835968017578,1989.35009765625
model.layers.6.mlp.gate_proj.weight,2982.57470703125,3527.63134765625
model.layers.6.mlp.up_proj.weight,1005.5489501953125,2157.634033203125
model.layers.6.self_attn.k_proj.weight,175.04954528808594,797.80810546875
model.layers.6.self_attn.o_proj.weight,27.818435668945312,1318.9796142578125
model.layers.6.self_attn.q_proj.weight,372.91693115234375,1907.614501953125
model.layers.6.self_attn.v_proj.weight,103.62162017822266,832.4025268554688
model.layers.7.mlp.down_proj.weight,71.77194213867188,1916.6400146484375
model.layers.7.mlp.gate_proj.weight,3136.261474609375,3568.895751953125
model.layers.7.mlp.up_proj.weight,1102.9609375,2127.60595703125
model.layers.7.self_attn.k_proj.weight,354.9540100097656,723.752685546875
model.layers.7.self_attn.o_proj.weight,40.05549621582031,1342.30029296875
model.layers.7.self_attn.q_proj.weight,688.36328125,1734.091064453125
model.layers.7.self_attn.v_proj.weight,206.56541442871094,804.0217895507812
model.layers.8.mlp.down_proj.weight,72.75175476074219,1971.020751953125
model.layers.8.mlp.gate_proj.weight,3074.72607421875,3410.40087890625
model.layers.8.mlp.up_proj.weight,1126.53564453125,2129.5166015625
model.layers.8.self_attn.k_proj.weight,332.2337951660156,761.6776123046875
model.layers.8.self_attn.o_proj.weight,47.084434509277344,1285.0697021484375
model.layers.8.self_attn.q_proj.weight,775.8569946289062,1883.0341796875
model.layers.8.self_attn.v_proj.weight,238.659912109375,800.6976318359375
model.layers.9.mlp.down_proj.weight,87.45344543457031,1874.223876953125
model.layers.9.mlp.gate_proj.weight,3416.0595703125,3585.063720703125
model.layers.9.mlp.up_proj.weight,1207.0224609375,2200.38134765625
model.layers.9.self_attn.k_proj.weight,647.46142578125,743.657958984375
model.layers.9.self_attn.o_proj.weight,83.546875,1320.90283203125
model.layers.9.self_attn.q_proj.weight,1500.118896484375,1875.88623046875
model.layers.9.self_attn.v_proj.weight,391.426025390625,765.4864501953125
