bits_per_value,werr,bytes,n_fp8,n_fp4,params_fp8,theta
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1225590746637114e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.2601388761098533e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4145803307136463e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.587949987083398e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.782567668112599e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.001037512041929e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.2462828178851632e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.5215851614781632e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.8306283055546838e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.1775474914003753e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.566984771646403e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.004151124598953e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.4948961812434604e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.045786497926109e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.6641934220625826e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.358391726586881e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.137670332946767e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.012456604207349e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.994455871402182e-14
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.009680806010482e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.133426351300837e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.2723380361157395e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4282746084815286e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.6033226228626994e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.799824359908154e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.0204091680157043e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.2680286460897883e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.5459961382653434e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.858031069068538e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.208308712253716e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.6015160592630556e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.042914534872849e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.538410399211335e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.094633778182841e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.719027379787419e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.419946083430621e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.206768734806797e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.090023642260085e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.081529453863066e-13
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.0194553300259766e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1443988319349487e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.2846552938231336e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4421014578959352e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.6188440781468504e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.817248110389365e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.0399683572330637e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.2899849914387998e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.570643432983326e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.885699113420121e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.2393677265187836e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.6363816375764165e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.082053206201911e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.582345869882053e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.143953939483878e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.774392174419775e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.482096336062066e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.276536064890868e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.168341591761052e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.169445978784393e-12
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.02932447931231e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1554775350255333e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.2970917925129742e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4560621623572592e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.6345157936286078e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.8348405368189594e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.0597168951669584e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.312153891907834e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.5955293333801573e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.913635006741761e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.270727417075828e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.6715847427898725e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.1215707714156177e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.626706671321315e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.193751559698876e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.830292944888778e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.54484825323274e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.346978798963353e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.247417722138241e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.258213606528599e-11
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.0392891699183728e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1666634888915852e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.3096486865340752e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4701580176902426e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.650339223947802e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.8526032721160723e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.079656614865582e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.3345374052017746e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.620656149351126e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.941841342027377e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.302390694713704e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.707128642435882e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.1614708985121644e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.671496921073779e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.244031261014959e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.886734879872529e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.608207659540328e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.41810347547924e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.327259373193673e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.347840576457007e-10
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.0493503267611473e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1779577318070569e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.3223271414102941e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4843903322642567e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.66631583782633e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.8705379650078123e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.0997893671225113e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.3571376089457466e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.646026213153171e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.9703207373731603e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.334360498400048e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.743016635679205e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.201757290998927e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.716720776545259e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.294797710365748e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.9437232182797126e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.672180435969318e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.489916696191038e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.407873955784529e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.438335207694599e-09
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.059508883711558e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.1893613120972307e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.335128333948685e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.4987604271147417e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.6824471182045168e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.8886462801822907e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.1201170206484974e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.3799566008779618e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.6716418796213624e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,2.9990758362205816e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.366639795554073e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,3.7792520536232146e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.2424336882362074e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,4.762382435388603e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,5.346055619864554e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.001263249735888e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,6.73677252043687e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,7.562425126761532e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,8.489268952511044e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,9.529705899902193e-08
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.0697657836811518e-07
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.2008752882360163e-07
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.3480534523487403e-07
6.6632098867779685,14461.700639968738,1173796171,196,0,1409286144,1.5132696360658267e-07
6.655003065154666,14461.934453165159,1172350451,195,1,1405091840,1.6987345623787492e-07
6.655003065154666,14461.934453165159,1172350451,195,1,1405091840,1.9069298984431536e-07
6.627071721213205,14462.972126921639,1167430044,194,2,1392508928,2.1406414622449163e-07
6.617207390921457,14463.362174162641,1165692336,193,3,1390411776,2.402996499044428e-07
6.61513424487341,14463.455518027768,1165327129,193,3,1390411776,2.697505526387456e-07
6.583956667355129,14465.016416868195,1159834863,191,5,1373634560,3.0281093076017574e-07
6.580466480482192,14465.209358064458,1159220029,191,5,1373634560,3.3992315823220006e-07
6.556305675279527,14466.734906870872,1154963843,189,7,1367343104,3.8158382596190566e-07
6.542874937965756,14467.69215708226,1152597874,189,7,1367343104,4.2835038657843554e-07
6.495796515828087,14471.454230934381,1144304503,187,9,1361051648,4.808486135893327e-07
6.471191468692961,14473.624072559178,1139970059,185,11,1354760192,5.397809747241709e-07
6.446200592177255,14476.095195181668,1135567647,185,11,1354760192,6.059360315074416e-07
6.407344897588094,14480.596803508699,1128722798,183,13,1337982976,6.801989908343966e-07
6.390774278413682,14482.70312101394,1125803705,182,14,1333788672,7.635635497382506e-07
6.368530585652306,14485.847781598568,1121885239,179,17,1325400064,8.571451918411112e-07
6.358974854151408,14487.38595432043,1120201894,179,17,1325400064,9.621961134056092e-07
6.307547291119893,14496.562903746963,1111142375,176,20,1296039936,1.0801219787096202e-06
6.282724329403469,14501.50218449533,1106769543,175,21,1283457024,1.2125007289442083e-06
6.275818955330622,14503.157831475139,1105553087,174,22,1279262720,1.3611036963126918e-06
6.25400972366333,14508.713784083724,1101711156,173,23,1266679808,1.5279193058541326e-06
6.231138263429914,14515.219366297126,1097682102,172,24,1254096896,1.7151796821404354e-06
6.231138263429914,14515.219366297126,1097682102,172,24,1254096896,1.9253905168655738e-06
6.194417527743748,14528.300225242972,1091213349,169,27,1233125376,2.1613645969789038e-06
6.173516773042225,14537.043261155486,1087531456,168,28,1220542464,2.426259441995544e-06
6.1707455941608975,14538.247767910361,1087043283,168,28,1220542464,2.723619554100622e-06
6.142847526641119,14551.817234963179,1082128738,167,29,1207959552,3.0574238463871847e-06
6.134573822929745,14556.469257444143,1080671236,167,29,1207959552,3.4321388838551635e-06
6.119063564709255,14566.07509419322,1077938937,164,32,1201668096,3.852778649577796e-06
6.104747670037406,14576.212975412607,1075417038,164,32,1201668096,4.3249716357541725e-06
6.010787663005647,14651.561664193869,1058864971,159,37,1166016512,4.855036157379002e-06
5.9572203159332275,14699.749150037766,1049428506,155,41,1145044992,5.450064896286235e-06
5.908907572428386,14748.337953031063,1040917696,152,44,1126170624,6.1180198068322765e-06
5.8613677478971935,14801.223713099957,1032543044,149,47,1105199104,6.8678386531319e-06
5.832219555264428,14838.54454934597,1027408276,147,49,1090519040,7.709554603399416e-06
5.78004024709974,14914.602099657059,1018216329,144,52,1063256064,8.654430481661442e-06
5.702191733178639,15041.698517799377,1004502475,140,56,1023410176,9.715109473235286e-06
5.583676695823669,15260.38671720028,983624775,134,62,956301312,1.090578430053166e-05
5.533909451393854,15360.483790040016,974857739,131,65,929038336,1.2242387132886853e-05
5.425301063628424,15609.925391554832,955725202,124,72,868220928,1.374280277156845e-05
5.35492479801178,15789.97945767641,943327665,120,76,828375040,1.5427107962537768e-05
5.283601238614037,15999.412852108479,930763252,117,79,790626304,1.7317840039163573e-05
5.210951515606472,16228.12502503395,917965221,112,84,754974720,1.9440298489537713e-05
5.129239649999709,16522.563757896423,903570796,108,88,713031680,2.18228834836018e-05
5.091164271036784,16676.531500339508,896863408,105,91,694157312,2.449747588984603e-05
5.082080648058937,16718.524828076363,895263230,104,92,692060160,2.7499863866502257e-05
5.056868206887018,16845.302759885788,890821787,100,96,679477248,3.087022173535881e-05
5.002442882174537,17152.271768808365,881234180,98,98,654311424,3.4653647545907976e-05
4.998870003791082,17175.694448709488,880604779,98,98,654311424,3.8900766522856856e-05
4.947299554234459,17551.61848950386,871520089,95,101,627048448,4.366840847160745e-05
4.847192599659874,18349.69412779808,853885171,88,108,576716800,4.902036820592464e-05
4.832754345167251,18478.88920402527,851341717,87,109,572522496,5.502825917291719e-05
4.77120472135998,19130.807029485703,840499088,83,113,543162368,6.177247169750506e-05
4.713049604779198,19778.54814171791,830254438,80,116,513802240,6.93432486684416e-05
4.673090821220761,20300.10636496544,823215268,79,117,501219328,7.784189305942143e-05
4.576621708415804,21726.87183880806,806221195,76,120,471859200,8.738212344285607e-05
4.537959394000826,22384.213935136795,799410412,74,122,457179136,9.809159563416273e-05
4.468967017673311,23635.90647816658,787256662,71,125,427819008,0.00011011361082737267
4.431701478503999,24414.713763475418,780691936,69,127,411041792,0.0001236090330782555
4.4004586310613725,25134.854321718216,775188172,67,129,396361728,0.00013875844179240317
4.247183584031605,29068.79989552498,748187122,60,136,316669952,0.0001557645480202586
4.165312608083089,31403.580854177475,733764668,56,140,276824064,0.00017485490689103273
4.151865306354704,31844.511639356613,731395781,55,141,274726912,0.00019628496248000793
4.142331310680935,32186.329525709152,729716265,54,142,270532608,0.00022034146585195902
4.102289080619812,33846.17798113823,722662395,51,145,249561088,0.0002473463120168209
4.0430877776373,36554.52554011345,712233448,47,149,218103808,0.0002776608471390853
4.010368086042858,38230.79298853874,706469522,45,151,201326592,0.0003116907036347938
4.009441767420087,38282.52028346062,706306341,45,151,201326592,0.00034989122785355527
3.9775469643729076,40469.410870313644,700687728,43,153,184549376,0.00039277357297223684
3.9773951201211837,40480.846668958664,700660979,43,153,184549376,0.00044091153862807573
3.965271932738168,41464.71879649162,698525349,41,155,178257920,0.000494949248810886
3.92963377067021,44661.25121951103,692247303,38,158,159383552,0.0005556097707506472
3.9062886294864474,47004.78677248955,688134805,37,159,146800640,0.000623704790127966
3.9062886294864474,47004.78677248955,688134805,37,159,146800640,0.0007001454720693739
3.8862478278932118,49646.91740679741,684604402,34,162,136314880,0.0007859546532561838
3.859224518140157,53521.296164274216,679843955,32,164,121634816,0.0008822805282869035
3.8469869920185635,55481.004702329636,677688183,30,166,115343360,0.000990412013427557
3.8158070700509206,61072.719897031784,672195504,28,168,98566144,0.0011117959933290616
3.8158070700509206,61072.719897031784,672195504,28,168,98566144,0.0012480566814862934
3.7880603812989735,67751.47339892387,667307626,26,170,83886080,0.0014010173534971218
3.7799564656757174,69982.263682127,665880034,25,171,79691776,0.001572724743929531
3.7757446822665988,71227.08982729912,665138083,24,172,77594624,0.001765476433246257
3.7757446822665988,71227.08982729912,665138083,24,172,77594624,0.0019818515912455163
3.7716488667896817,72755.72958254814,664416561,23,173,75497472,0.002224745488389371
3.763428421247573,76314.2900378704,662968441,22,174,71303168,0.002497408236808639
3.759210711433774,78350.41123080254,662225446,21,175,69206016,0.0028034882793694484
3.7551466340110418,80389.9931704998,661509515,20,176,67108864,0.0031470812087195286
3.746928022021339,85352.22855257988,660061718,19,177,62914560,0.003532784569551749
3.74274138041905,88074.99816012383,659324196,18,178,60817408,0.00396575937738225
3.738660556929452,91039.7625644207,658605315,17,179,58720256,0.0044517991770131726
3.722146335102263,104253.3376224041,655696157,14,182,50331648,0.004997407564736579
3.697735661552066,127391.82163119316,651395954,10,186,37748736,0.005609885211588127
3.697735661552066,127391.82163119316,651395954,10,186,37748736,0.006297427552090032
3.6732105697904314,155522.4178225994,647075595,9,187,25165824,0.007069234445635948
3.6689848616009666,160784.90967440605,646331191,8,188,23068672,0.007935633277873926
3.6689848616009666,160784.90967440605,646331191,8,188,23068672,0.008908217149280745
3.648340662320455,194980.5053164959,642694493,4,192,12582912,0.01
