model,tensor,role,layer,fmt,alpha,n_params,bits_per_value,bits_codes,bits_scales,bytes,changed_frac,has_calib,werr,werr_mxonly,mse,mse_mxonly
Qwen3-1.7B,model.layers.0.mlp.gate_proj.weight,gate_proj,0,mxfp8,1.0,12582912,6.2250105539957685,6.190609614054362,0.03440093994140625,9791095,0.4458466370900472,True,1.1214030981063843,0.6945134997367859,3.162528855682467e-06,1.2950650898346794e-06
Qwen3-1.7B,model.layers.0.mlp.gate_proj.weight,gate_proj,0,mxfp8,5.0,12582912,6.034779230753581,6.000378290812175,0.03440093994140625,9491887,0.7643129825592041,True,2.398245334625244,0.6945134997367859,7.831361472199205e-06,1.2950650898346794e-06
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp4,0.0,12582912,3.880306879679362,3.840202967325846,0.040103912353515625,6103195,0.0,True,4.40796422958374,4.40796422958374,1.3168577424949035e-05,1.3168577424949035e-05
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp4,1.0,12582912,3.468081792195638,3.4279778798421225,0.040103912353515625,5454821,0.49250467618306476,True,15.642688751220703,4.40796422958374,6.0459973610704765e-05,1.3168577424949035e-05
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp4,5.0,12582912,3.299520492553711,3.2594165802001953,0.040103912353515625,5189697,0.6457763512929281,True,25.437232971191406,4.40796422958374,9.294255869463086e-05,1.3168577424949035e-05
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp8,0.0,12582912,6.6817671457926435,6.641663233439128,0.040103912353515625,10509511,0.0,True,0.2653517723083496,0.2653517723083496,8.535014899280213e-07,8.535014899280213e-07
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp8,1.0,12582912,6.266955057779948,6.226851145426433,0.040103912353515625,9857068,0.41749803225199383,True,0.5490067601203918,0.2653517723083496,2.056187668131315e-06,8.535014899280213e-07
Qwen3-1.7B,model.layers.0.mlp.up_proj.weight,up_proj,0,mxfp8,5.0,12582912,6.042983373006185,6.002879460652669,0.040103912353515625,9504791,0.7697100639343262,True,1.4497319459915161,0.2653517723083496,5.483858330990188e-06,8.535014899280213e-07
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp4,0.0,2097152,3.884418487548828,3.851409912109375,0.033008575439453125,1018277,0.0,True,0.5314339399337769,0.5314339399337769,1.6963858797680587e-05,1.6963858797680587e-05
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp4,1.0,2097152,2.9850196838378906,2.9520111083984375,0.033008575439453125,782505,0.6326537132263184,True,1.8077467679977417,0.5314339399337769,0.00011432981409598142,1.6963858797680587e-05
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp4,5.0,2097152,2.924274444580078,2.891265869140625,0.033008575439453125,766581,0.6574382781982422,True,1.9852054119110107,0.5314339399337769,0.00012094379781046882,1.6963858797680587e-05
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp8,0.0,2097152,6.635459899902344,6.602451324462891,0.033008575439453125,1739446,0.0,True,0.03970293328166008,0.03970293328166008,1.1065606031479547e-06,1.1065606031479547e-06
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp8,1.0,2097152,5.971752166748047,5.938743591308594,0.033008575439453125,1565459,0.6954965591430664,True,0.10733363032341003,0.03970293328166008,6.343466338876169e-06,1.1065606031479547e-06
Qwen3-1.7B,model.layers.0.self_attn.k_proj.weight,k_proj,0,mxfp8,5.0,2097152,5.904396057128906,5.871387481689453,0.033008575439453125,1547802,0.7548666000366211,True,0.12712720036506653,0.03970293328166008,7.493218163290294e-06,1.1065606031479547e-06
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp4,0.0,4194304,3.9023494720458984,3.857992172241211,0.0443572998046875,2045955,0.0,True,0.6836785674095154,0.6836785674095154,1.3988325008540414e-05,1.3988325008540414e-05
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp4,1.0,4194304,3.099912643432617,3.0555553436279297,0.0443572998046875,1625247,0.5970010757446289,True,2.7054498195648193,0.6836785674095154,8.389899448957294e-05,1.3988325008540414e-05
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp4,5.0,4194304,2.9702320098876953,2.925874710083008,0.0443572998046875,1557257,0.6568200588226318,True,3.569899320602417,0.6836785674095154,9.457608393859118e-05,1.3988325008540414e-05
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp8,0.0,4194304,6.662773132324219,6.618415832519531,0.0443572998046875,3493212,0.0,True,0.042082373052835464,0.042082373052835464,9.260013484890806e-07,9.260013484890806e-07
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp8,1.0,4194304,6.025171279907227,5.980813980102539,0.0443572998046875,3158925,0.6596164703369141,True,0.12761373817920685,0.042082373052835464,4.482920303416904e-06,9.260013484890806e-07
Qwen3-1.7B,model.layers.0.self_attn.o_proj.weight,o_proj,0,mxfp8,5.0,4194304,5.894466400146484,5.850109100341797,0.0443572998046875,3090398,0.7628352642059326,True,0.2107957899570465,0.042082373052835464,5.993322247377364e-06,9.260013484890806e-07
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp4,0.0,4194304,3.911996841430664,3.8766307830810547,0.035366058349609375,2051013,0.0,True,0.9130765199661255,0.9130765199661255,1.6679174223099835e-05,1.6679174223099835e-05
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp4,1.0,4194304,2.9873485565185547,2.9519824981689453,0.035366058349609375,1566231,0.632378339767456,True,3.422443151473999,0.9130765199661255,0.00011252661352045834,1.6679174223099835e-05
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp4,5.0,4194304,2.928548812866211,2.8931827545166016,0.035366058349609375,1535403,0.6564526557922363,True,3.757159948348999,0.9130765199661255,0.00011866462591569871,1.6679174223099835e-05
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp8,0.0,4194304,6.64765739440918,6.61229133605957,0.035366058349609375,3485287,0.0,True,0.06887514889240265,0.06887514889240265,1.0884889434237266e-06,1.0884889434237266e-06
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp8,1.0,4194304,5.993734359741211,5.958368301391602,0.035366058349609375,3142443,0.7276022434234619,True,0.2011592835187912,0.06887514889240265,6.2094950408209115e-06,1.0884889434237266e-06
Qwen3-1.7B,model.layers.0.self_attn.q_proj.weight,q_proj,0,mxfp8,5.0,4194304,5.932121276855469,5.896755218505859,0.035366058349609375,3110140,0.7842392921447754,True,0.24002695083618164,0.06887514889240265,7.34143759473227e-06,1.0884889434237266e-06
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp4,0.0,2097152,3.8738136291503906,3.840911865234375,0.032901763916015625,1015497,0.0,True,0.27307263016700745,0.27307263016700745,1.483152482251171e-05,1.483152482251171e-05
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp4,1.0,2097152,2.9611587524414062,2.9282569885253906,0.032901763916015625,776250,0.6333999633789062,True,1.478400707244873,0.27307263016700745,0.00010412260598968714,1.483152482251171e-05
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp4,5.0,2097152,2.9121322631835938,2.879230499267578,0.032901763916015625,763398,0.6516032218933105,True,1.597383737564087,0.27307263016700745,0.00010678642138373107,1.483152482251171e-05
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp8,0.0,2097152,6.649059295654297,6.616157531738281,0.032901763916015625,1743011,0.0,True,0.016126666218042374,0.016126666218042374,9.58141981755034e-07,9.58141981755034e-07
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp8,1.0,2097152,5.936836242675781,5.903934478759766,0.032901763916015625,1556306,0.7124600410461426,True,0.08070512861013412,0.016126666218042374,5.915250767429825e-06,9.58141981755034e-07
Qwen3-1.7B,model.layers.0.self_attn.v_proj.weight,v_proj,0,mxfp8,5.0,2097152,5.877685546875,5.844783782958984,0.032901763916015625,1540800,0.7563257217407227,True,0.09409268945455551,0.016126666218042374,6.500105428131064e-06,9.58141981755034e-07
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp4,0.0,12582912,3.861262003580729,3.8156038920084634,0.045658111572265625,6073240,0.0,True,1.3109053373336792,1.3109053373336792,1.1985041965090204e-05,1.1985041965090204e-05
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp4,1.0,12582912,3.297163645426432,3.2515055338541665,0.045658111572265625,5185990,0.6176624298095703,True,6.60758638381958,1.3109053373336792,8.083291322691366e-05,1.1985041965090204e-05
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp4,5.0,12582912,3.264280319213867,3.2186222076416016,0.045658111572265625,5134269,0.637598435084025,True,7.663265705108643,1.3109053373336792,8.359863568330184e-05,1.1985041965090204e-05
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp8,0.0,12582912,6.765239079793294,6.719580968221028,0.045658111572265625,10640801,0.0,True,0.0804043859243393,0.0804043859243393,7.693700467825693e-07,7.693700467825693e-07
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp8,1.0,12582912,6.131845474243164,6.086187362670898,0.045658111572265625,9644559,0.7268286546071371,True,0.3033282160758972,0.0804043859243393,4.305954462324735e-06,7.693700467825693e-07
Qwen3-1.7B,model.layers.1.mlp.down_proj.weight,down_proj,1,mxfp8,5.0,12582912,6.0690962473551435,6.023438135782878,0.045658111572265625,9545863,0.7954809665679932,True,0.4565756916999817,0.0804043859243393,5.254566076473566e-06,7.693700467825693e-07
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp4,0.0,12582912,3.9108149210611978,3.8678785959879556,0.04293632507324219,6151180,0.0,True,403.491943359375,403.491943359375,2.7611358746071346e-05,2.7611358746071346e-05
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp4,1.0,12582912,3.867891311645508,3.8249549865722656,0.04293632507324219,6083667,0.06617903709411621,True,406.3184814453125,403.491943359375,2.9720793463638984e-05,2.7611358746071346e-05
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp4,5.0,12582912,3.3570944468180337,3.3141581217447915,0.04293632507324219,5280253,0.42886559168497723,True,522.3763427734375,403.491943359375,0.00011211296077817678,2.7611358746071346e-05
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp8,0.0,12582912,6.684944152832031,6.642007827758789,0.04293632507324219,10514508,0.0,True,30.2442569732666,30.2442569732666,1.8901902194556897e-06,1.8901902194556897e-06
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp8,1.0,12582912,6.471609115600586,6.428672790527344,0.04293632507324219,10178961,0.18462793032328287,True,30.55620002746582,30.2442569732666,2.0960681013093563e-06,1.8901902194556897e-06
Qwen3-1.7B,model.layers.1.mlp.gate_proj.weight,gate_proj,1,mxfp8,5.0,12582912,6.284613291422526,6.241676966349284,0.04293632507324219,9884842,0.47413452466328937,True,33.236114501953125,30.2442569732666,3.951161033910466e-06,1.8901902194556897e-06
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp4,0.0,12582912,3.9017416636149087,3.8578599294026694,0.043881734212239586,6136909,0.0,True,43.68010711669922,43.68010711669922,1.1076896043960005e-05,1.1076896043960005e-05
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp4,1.0,12582912,3.857036590576172,3.813154856363932,0.043881734212239586,6066594,0.10831944147745769,True,45.224082946777344,43.68010711669922,1.2145991604484152e-05,1.1076896043960005e-05
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp4,5.0,12582912,3.5487969716389975,3.504915237426758,0.043881734212239586,5581775,0.44832507769266766,True,85.736572265625,43.68010711669922,3.9853719499660656e-05,1.1076896043960005e-05
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp8,0.0,12582912,6.676338831583659,6.632457097371419,0.043881734212239586,10500973,0.0,True,1.7968523502349854,1.7968523502349854,7.370769594672311e-07,7.370769594672311e-07
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp8,1.0,12582912,6.491135915120442,6.447254180908203,0.043881734212239586,10209674,0.17186983426411948,True,1.8756123781204224,1.7968523502349854,7.867247973081248e-07,7.370769594672311e-07
Qwen3-1.7B,model.layers.1.mlp.up_proj.weight,up_proj,1,mxfp8,5.0,12582912,6.306296666463216,6.262414932250977,0.043881734212239586,9918947,0.42142534255981445,True,3.1535041332244873,1.7968523502349854,1.6721843394407188e-06,7.370769594672311e-07
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp4,0.0,2097152,3.892070770263672,3.8533058166503906,0.03876495361328125,1020283,0.0,True,0.29620036482810974,0.29620036482810974,1.5471825463464484e-05,1.5471825463464484e-05
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp4,1.0,2097152,2.976703643798828,2.937938690185547,0.03876495361328125,780325,0.6430630683898926,True,0.9832523465156555,0.29620036482810974,0.00010539709182921797,1.5471825463464484e-05
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp4,5.0,2097152,2.9359130859375,2.8971481323242188,0.03876495361328125,769632,0.6596198081970215,True,1.0790331363677979,0.29620036482810974,0.00010946777911158279,1.5471825463464484e-05
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp8,0.0,2097152,6.655632019042969,6.6168670654296875,0.03876495361328125,1744734,0.0,True,0.021699290722608566,0.021699290722608566,1.01442515187955e-06,1.01442515187955e-06
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp8,1.0,2097152,5.949520111083984,5.910755157470703,0.03876495361328125,1559631,0.7411503791809082,True,0.05876319110393524,0.021699290722608566,6.036666945874458e-06,1.01442515187955e-06
Qwen3-1.7B,model.layers.1.self_attn.k_proj.weight,k_proj,1,mxfp8,5.0,2097152,5.889476776123047,5.850711822509766,0.03876495361328125,1543891,0.782590389251709,True,0.0710802897810936,0.021699290722608566,7.117872883100063e-06,1.01442515187955e-06
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp4,0.0,4194304,3.892904281616211,3.853179931640625,0.03972434997558594,2041003,0.0,True,0.24971604347229004,0.24971604347229004,1.3956612747278996e-05,1.3956612747278996e-05
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp4,1.0,4194304,2.9617881774902344,2.9220638275146484,0.03972434997558594,1552830,0.6484193801879883,True,1.4542227983474731,0.24971604347229004,9.815166413318366e-05,1.3956612747278996e-05
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp4,5.0,4194304,2.925619125366211,2.885894775390625,0.03972434997558594,1533867,0.6588759422302246,True,1.553666591644287,0.24971604347229004,9.974388376576826e-05,1.3956612747278996e-05
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp8,0.0,4194304,6.650396347045898,6.6106719970703125,0.03972434997558594,3486723,0.0,True,0.015902847051620483,0.015902847051620483,9.117945296566177e-07,9.117945296566177e-07
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp8,1.0,4194304,5.934272766113281,5.894548416137695,0.03972434997558594,3111268,0.7544984817504883,True,0.08399051427841187,0.015902847051620483,5.893057732464513e-06,9.117945296566177e-07
Qwen3-1.7B,model.layers.1.self_attn.o_proj.weight,o_proj,1,mxfp8,5.0,4194304,5.892585754394531,5.852861404418945,0.03972434997558594,3089412,0.7861042022705078,True,0.10035564005374908,0.015902847051620483,6.664246029686183e-06,9.117945296566177e-07
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp4,0.0,4194304,3.8886795043945312,3.8521728515625,0.03650665283203125,2038788,0.0,True,0.47708192467689514,0.47708192467689514,1.597752452653367e-05,1.597752452653367e-05
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp4,1.0,4194304,2.9681434631347656,2.9316368103027344,0.03650665283203125,1556162,0.6462357044219971,True,1.8800266981124878,0.47708192467689514,0.00010934044257737696,1.597752452653367e-05
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp4,5.0,4194304,2.931304931640625,2.8947982788085938,0.03650665283203125,1536848,0.658320426940918,True,2.0463624000549316,0.47708192467689514,0.00011253097181906924,1.597752452653367e-05
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp8,0.0,4194304,6.654546737670898,6.618040084838867,0.03650665283203125,3488899,0.0,True,0.03146236017346382,0.03146236017346382,1.0493097306607524e-06,1.0493097306607524e-06
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp8,1.0,4194304,5.959709167480469,5.9232025146484375,0.03650665283203125,3124604,0.7503511905670166,True,0.10763905197381973,0.03146236017346382,6.260159352677874e-06,1.0493097306607524e-06
Qwen3-1.7B,model.layers.1.self_attn.q_proj.weight,q_proj,1,mxfp8,5.0,4194304,5.916120529174805,5.879613876342773,0.03650665283203125,3101751,0.7904837131500244,True,0.13042430579662323,0.03146236017346382,7.3323822107340675e-06,1.0493097306607524e-06
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp4,0.0,2097152,3.8724708557128906,3.8410797119140625,0.031391143798828125,1015145,0.0,True,0.1737954169511795,0.1737954169511795,1.5727004210930318e-05,1.5727004210930318e-05
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp4,1.0,2097152,2.9225425720214844,2.8911514282226562,0.031391143798828125,766127,0.6443796157836914,True,0.9028663635253906,0.1737954169511795,0.00011286969674983993,1.5727004210930318e-05
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp4,5.0,2097152,2.9003944396972656,2.8690032958984375,0.031391143798828125,760321,0.6518735885620117,True,0.9571148157119751,0.1737954169511795,0.00011408532009227201,1.5727004210930318e-05
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp8,0.0,2097152,6.652782440185547,6.621391296386719,0.031391143798828125,1743987,0.0,True,0.009510140866041183,0.009510140866041183,1.012408120004693e-06,1.012408120004693e-06
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp8,1.0,2097152,5.965000152587891,5.9336090087890625,0.031391143798828125,1563689,0.7244558334350586,True,0.049387864768505096,0.009510140866041183,6.494262379419524e-06,1.012408120004693e-06
Qwen3-1.7B,model.layers.1.self_attn.v_proj.weight,v_proj,1,mxfp8,5.0,2097152,5.91888427734375,5.887493133544922,0.031391143798828125,1551600,0.7825660705566406,True,0.060811448842287064,0.009510140866041183,7.655829904251732e-06,1.012408120004693e-06
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp4,0.0,12582912,3.8682549794514975,3.826941172281901,0.04131380716959635,6084239,0.0,True,19.84080696105957,19.84080696105957,1.436379534425214e-05,1.436379534425214e-05
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp4,1.0,12582912,3.7492542266845703,3.707940419514974,0.04131380716959635,5897067,0.20697911580403647,True,26.95060920715332,19.84080696105957,3.040515548491385e-05,1.436379534425214e-05
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp4,5.0,12582912,3.4178638458251953,3.376550038655599,0.04131380716959635,5375835,0.5416868527730306,True,69.05207061767578,19.84080696105957,8.588929631514475e-05,1.436379534425214e-05
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp8,0.0,12582912,6.696846008300781,6.655532201131185,0.04131380716959635,10533228,0.0,True,1.2963323593139648,1.2963323593139648,9.272621355194133e-07,9.272621355194133e-07
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp8,1.0,12582912,6.438465118408203,6.3971513112386065,0.04131380716959635,10126830,0.2298875649770101,True,1.504034161567688,1.2963323593139648,1.3000681065022945e-06,9.272621355194133e-07
Qwen3-1.7B,model.layers.10.mlp.down_proj.weight,down_proj,10,mxfp8,5.0,12582912,6.199272155761719,6.157958348592122,0.04131380716959635,9750612,0.5873902638753256,True,3.133009910583496,1.2963323593139648,4.047253696626285e-06,9.272621355194133e-07
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp4,0.0,12582912,3.897036870320638,3.8569863637288413,0.040050506591796875,6129509,0.0,True,71.05559539794922,71.05559539794922,1.9298369807074778e-05,1.9298369807074778e-05
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp4,1.0,12582912,3.8824755350748696,3.8424250284830728,0.040050506591796875,6106606,0.03575611114501953,True,72.2085952758789,71.05559539794922,2.001335087697953e-05,1.9298369807074778e-05
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp4,5.0,12582912,3.497901280721029,3.457850774129232,0.040050506591796875,5501723,0.3250490029652913,True,124.12860107421875,71.05559539794922,4.5722747017862275e-05,1.9298369807074778e-05
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp8,0.0,12582912,6.659809748331706,6.619759241739909,0.040050506591796875,10474975,0.0,True,4.668874740600586,4.668874740600586,1.278725903830491e-06,1.278725903830491e-06
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp8,1.0,12582912,6.488501230875651,6.4484507242838545,0.040050506591796875,10205530,0.12495104471842448,True,4.859750270843506,4.668874740600586,1.3773288856100407e-06,1.278725903830491e-06
Qwen3-1.7B,model.layers.10.mlp.gate_proj.weight,gate_proj,10,mxfp8,5.0,12582912,6.334067662556966,6.294017155965169,0.040050506591796875,9962627,0.3063018321990967,True,6.4055914878845215,4.668874740600586,2.142550556527567e-06,1.278725903830491e-06
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp4,0.0,12582912,3.884363810221354,3.8463007609049478,0.03806304931640625,6109576,0.0,True,46.64913558959961,46.64913558959961,1.574929956404958e-05,1.574929956404958e-05
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp4,1.0,12582912,3.8740787506103516,3.8360157012939453,0.03806304931640625,6093399,0.025140921274820965,True,47.40791320800781,46.64913558959961,1.6259004041785374e-05,1.574929956404958e-05
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp4,5.0,12582912,3.55165163675944,3.5135885874430337,0.03806304931640625,5586265,0.320850133895874,True,96.09627532958984,46.64913558959961,4.043050648760982e-05,1.574929956404958e-05
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp8,0.0,12582912,6.663017272949219,6.6249542236328125,0.03806304931640625,10480020,0.0,True,2.7483747005462646,2.7483747005462646,1.0242239341096138e-06,1.0242239341096138e-06
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp8,1.0,12582912,6.520121256510417,6.482058207194011,0.03806304931640625,10255264,0.10705169041951497,True,2.8443603515625,2.7483747005462646,1.069632958206057e-06,1.0242239341096138e-06
Qwen3-1.7B,model.layers.10.mlp.up_proj.weight,up_proj,10,mxfp8,5.0,12582912,6.356238683064778,6.318175633748372,0.03806304931640625,9997499,0.28430525461832684,True,3.9936273097991943,2.7483747005462646,1.6372551954191294e-06,1.0242239341096138e-06
Qwen3-1.7B,model.layers.10.self_attn.k_proj.weight,k_proj,10,mxfp4,0.0,2097152,3.8918800354003906,3.85296630859375,0.038913726806640625,1020233,0.0,True,15.225606918334961,15.225606918334961,1.4486511645372957e-05,1.4486511645372957e-05
Qwen3-1.7B,model.layers.10.self_attn.k_proj.weight,k_proj,10,mxfp4,1.0,2097152,3.8753318786621094,3.8364181518554688,0.038913726806640625,1015895,0.030199050903320312,True,15.414161682128906,15.225606918334961,1.539978984510526e-05,1.4486511645372957e-05
Qwen3-1.7B,model.layers.10.self_attn.k_proj.weight,k_proj,10,mxfp4,5.0,2097152,3.6125411987304688,3.573627471923828,0.038913726806640625,947006,0.2857203483581543,True,22.830547332763672,15.225606918334961,3.600096169975586e-05,1.4486511645372957e-05
