n_params,rows,cols,sqnr_db,nmse,max_abs_err,rms_weight,kurtosis,block_kurtosis,block_crest,code_entropy,code_entropy_ratio,scale_entropy,scale_span,zero_rate,top_level_rate,sat_rate,sat_block_rate,n_blocks,bits_per_value,bytes_bf16,bytes_mx,model,tensor,fmt,role,layer,dtype
777912320,151936,5120,18.775873351703435,0.013256005171169625,0.12890625,0.018785392538647604,3.6333479489996225,2.84716388281394,2.374835640859885,3.8490560594583223,0.9622640148645806,1.133444548358548,16,0.08350091820116694,0.05468990772636176,0.021554992213004158,0.40834068291912384,24309760,4.25,1555824640,413265920,Qwen3-14B,model.embed_tokens.weight,mxfp4,embed_tokens,-1,bfloat16
777912320,151936,5120,30.527278988052355,0.0008856703405228879,0.060546875,0.018785392538647604,3.6333479489996225,2.84716388281394,2.374835640859885,6.504963400252741,0.8131204250315927,1.133444548358548,16,8.665629566067291e-05,0.00978879727730755,0.006700512211967539,0.16527168511741785,24309760,8.25,1555824640,802222080,Qwen3-14B,model.embed_tokens.weight,mxfp8,embed_tokens,-1,bfloat16
89128960,5120,17408,18.57818351218227,0.013873359771477025,0.15625,0.02271842636558784,4.31739867084361,3.0068609349867876,2.4326730615952434,3.8562509323121468,0.9640627330780367,0.824681073886665,5,0.08984525343951057,0.062212012795840994,0.02552914338953355,0.5067271513097427,2785280,4.25,178257920,47349760,Qwen3-14B,model.layers.0.mlp.down_proj.weight,mxfp4,down_proj,0,bfloat16
89128960,5120,17408,30.252250861688935,0.000943571715133209,0.060546875,0.02271842636558784,4.31739867084361,3.0068609349867876,2.4326730615952434,6.551375730588879,0.8189219663236099,0.824681073886665,5,5.0600837258731616e-06,0.011729644326602711,0.00803534563849954,0.21564761891084558,2785280,8.25,178257920,91914240,Qwen3-14B,model.layers.0.mlp.down_proj.weight,mxfp8,down_proj,0,bfloat16
89128960,17408,5120,18.658365426996284,0.013619571917557088,0.203125,0.020472162847127356,85.41587952505897,3.1421551872702205,2.4490984411800607,3.8393026387775437,0.9598256596943859,0.8095541969894878,8,0.09297193639418658,0.05203277363496668,0.020296220218434052,0.4191488826976103,2785280,4.25,178257920,47349760,Qwen3-14B,model.layers.0.mlp.gate_proj.weight,mxfp4,gate_proj,0,bfloat16
89128960,17408,5120,30.397855621655317,0.0009124612662617657,0.0625,0.020472162847127356,85.41587952505897,3.1421551872702205,2.4490984411800607,6.549641380316996,0.8187051725396245,0.8095541969894878,8,5.789364085477941e-06,0.009128301283892463,0.00623007381663603,0.16136654124540442,2785280,8.25,178257920,91914240,Qwen3-14B,model.layers.0.mlp.gate_proj.weight,mxfp8,gate_proj,0,bfloat16
89128960,17408,5120,18.77944077849333,0.01324512075688143,0.060546875,0.019265687063585456,3.3621630848804673,2.931498650943532,2.4059031318215762,3.838345710873884,0.959586427718471,0.7367824642550931,6,0.08840190663057215,0.049779869528377756,0.01894387637867647,0.3915505801930147,2785280,4.25,178257920,47349760,Qwen3-14B,model.layers.0.mlp.up_proj.weight,mxfp4,up_proj,0,bfloat16
89128960,17408,5120,30.59525822361382,0.0008719150572595719,0.029296875,0.019265687063585456,3.3621630848804673,2.931498650943532,2.4059031318215762,6.522109154452066,0.8152636443065082,0.7367824642550931,6,5.463992848115809e-06,0.008412967008702895,0.00570980520809398,0.14420237821691176,2785280,8.25,178257920,91914240,Qwen3-14B,model.layers.0.mlp.up_proj.weight,mxfp8,up_proj,0,bfloat16
5242880,1024,5120,18.584634491265433,0.013852767679841954,0.068359375,0.026180925156728797,3.7612020955742045,2.9029638290405275,2.39095401763916,3.8595857669550324,0.9648964417387581,1.1314397656719712,5,0.08631381988525391,0.06487598419189453,0.02859077453613281,0.44345703125,163840,4.25,10485760,2785280,Qwen3-14B,model.layers.0.self_attn.k_proj.weight,mxfp4,k_proj,0,bfloat16
5242880,1024,5120,30.258311497161067,0.0009422558669979001,0.0302734375,0.026180925156728797,3.7612020955742045,2.9029638290405275,2.39095401763916,6.5370345321493595,0.8171293165186699,1.1314397656719712,5,5.14984130859375e-06,0.014052772521972656,0.00982666015625,0.23092041015625,163840,8.25,10485760,5406720,Qwen3-14B,model.layers.0.self_attn.k_proj.weight,mxfp8,k_proj,0,bfloat16
